id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC782,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,critical,resolved,2026-01-13T12:28:56.376226,2026-01-14T21:23:56.376226,2026-01-13T13:09:56.376226,search-service,search-team,Monitoring
INC783,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,high,investigating,2026-01-10T20:33:56.376226,,,reporting-service,payments-team,Infrastructure
INC784,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,high,open,2026-01-09T03:52:56.376226,,,checkout-service|user-service|fulfillment-service,infra-team,Security
INC785,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,low,investigating,2026-01-12T21:46:56.376226,,,frontend,infra-team,Infrastructure
INC786,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,low,open,2026-01-10T02:14:56.376226,,,rabbitmq|email-service|database,dba-team,Cache
INC787,Disk space critical on cdn nodes,Disk space critical on cdn nodes affecting production environment with consistent failures,low,investigating,2026-01-14T11:52:56.376226,,,database,ops-team,Storage
INC788,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with intermittent failures,high,resolved,2026-01-16T15:32:56.376226,2026-01-17T08:20:56.376226,2026-01-16T20:19:56.376226,container-registry|rate-limiter|payment-service,security-team,Monitoring
INC789,Service mesh configuration error,Service mesh configuration error affecting production environment,low,resolved,2026-01-15T01:16:56.376226,2026-01-15T11:39:56.376226,2026-01-15T18:12:56.376226,checkout-service|rate-limiter|email-service,dba-team,Infrastructure
INC790,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,critical,open,2026-01-14T13:44:56.376226,,,checkout-service|auth-service|user-service,identity-team,Monitoring
INC791,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with sporadic failures,critical,investigating,2026-01-20T10:44:56.376226,,,checkout-service,dba-team,Cache
INC792,Service mesh configuration error,Service mesh configuration error affecting production environment,low,investigating,2026-01-17T22:19:56.376226,,,elasticsearch,dba-team,Infrastructure
INC793,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,high,resolved,2026-01-12T14:42:56.376226,2026-01-14T13:10:56.376226,2026-01-13T00:26:56.376226,email-service|ci-cd,infra-team,Cache
INC794,Database replica lag critical,Database replica lag critical affecting production environment,high,open,2026-01-21T16:34:56.376226,,,auth-service|fulfillment-service|database,ops-team,Database
INC795,Database connection timeout,Database connection timeout affecting production environment with consistent failures,critical,resolved,2026-01-17T14:30:56.376226,2026-01-19T01:31:56.376226,2026-01-18T10:02:56.376226,oauth-provider|ci-cd|order-service,infra-team,Database
INC796,Container registry unavailable,Container registry unavailable affecting production environment with consistent failures,critical,resolved,2026-01-06T21:55:56.376226,2026-01-07T22:54:56.376226,2026-01-07T18:49:56.376226,oauth-provider,ops-team,Infrastructure
INC797,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,high,open,2026-01-08T14:06:56.376226,,,rate-limiter|fluentd,platform-team,Monitoring
INC798,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,low,investigating,2026-01-14T17:11:56.376226,,,notification-service|auth-service|load-balancer,observability-team,Monitoring
INC799,Container registry unavailable,Container registry unavailable affecting production environment,high,resolved,2026-01-15T09:36:56.376226,2026-01-16T21:48:56.376226,2026-01-15T10:25:56.376226,elasticsearch|rabbitmq|ci-cd,observability-team,Infrastructure
INC800,Certificate authority unreachable,Certificate authority unreachable affecting production environment with intermittent failures,medium,resolved,2026-01-07T22:42:56.376226,2026-01-09T12:36:56.376226,2026-01-08T12:04:56.376226,read-replica,security-team,Security
INC801,Redis cache connection failures,Redis cache connection failures affecting production environment with intermittent failures,high,resolved,2026-01-15T08:26:56.376226,2026-01-16T13:07:56.376226,2026-01-15T21:16:56.376226,container-registry|user-service|kubernetes,infra-team,Cache
INC802,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,high,open,2026-01-17T10:55:56.376226,,,product-service|read-replica,ops-team,Monitoring
INC803,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,critical,investigating,2026-01-10T04:31:56.376226,,,rate-limiter|auth-service|elasticsearch,platform-team,Monitoring
INC804,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with intermittent failures,medium,open,2026-01-12T03:30:56.376226,,,container-registry|order-service|auth-service,identity-team,Monitoring
INC805,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,high,investigating,2026-01-09T21:56:56.376226,,,search-service,ops-team,Monitoring
INC806,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,low,resolved,2026-01-16T09:14:56.376226,2026-01-16T16:54:56.376226,2026-01-16T13:39:56.376226,rabbitmq|order-service,api-team,Database
INC807,API response latency spike,API response latency spike affecting production environment with consistent failures,high,resolved,2026-01-07T22:29:56.376226,2026-01-09T03:32:56.376226,2026-01-08T06:16:56.376226,fulfillment-service|container-registry,search-team,Network
INC808,Payment service 500 errors,Payment service 500 errors affecting production environment,low,resolved,2026-01-07T04:20:56.376226,2026-01-08T05:45:56.376226,2026-01-07T09:54:56.376226,fulfillment-service,search-team,Payments
INC809,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,low,investigating,2026-01-13T09:16:56.376226,,,fulfillment-service|order-service,infra-team,Monitoring
INC810,Database connection timeout,Database connection timeout affecting production environment,high,resolved,2026-01-09T21:32:56.376226,2026-01-09T23:10:56.376226,2026-01-09T22:16:56.376226,api-gateway|rabbitmq|rate-limiter,platform-team,Database
INC811,Service mesh configuration error,Service mesh configuration error affecting production environment,high,investigating,2026-01-13T10:12:56.376226,,,oauth-provider|checkout-service|email-service,payments-team,Infrastructure
INC812,API response latency spike,API response latency spike affecting production environment,high,resolved,2026-01-13T11:07:56.376226,2026-01-14T10:26:56.376226,2026-01-13T12:46:56.376226,reporting-service|logging-service|payment-service,payments-team,Network
INC813,Load balancer health check failing,Load balancer health check failing affecting production environment,high,investigating,2026-01-11T18:59:56.376226,,,ci-cd|payment-service|user-service,platform-team,Infrastructure
INC814,Disk space critical on load-balancer nodes,Disk space critical on load-balancer nodes affecting production environment with intermittent failures,critical,investigating,2026-01-10T15:24:56.376226,,,rate-limiter,api-team,Storage
INC815,Database replica lag critical,Database replica lag critical affecting production environment,critical,investigating,2026-01-18T05:20:56.376226,,,rabbitmq|search-service|fulfillment-service,security-team,Database
INC816,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,low,investigating,2026-01-20T19:57:56.376226,,,auth-service,observability-team,Monitoring
INC817,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,medium,open,2026-01-14T18:15:56.376226,,,rate-limiter|elasticsearch,search-team,Monitoring
INC818,Redis cache connection failures,Redis cache connection failures affecting production environment,low,investigating,2026-01-06T20:48:56.376226,,,reporting-service,api-team,Cache
INC819,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,medium,resolved,2026-01-16T05:28:56.376226,2026-01-16T07:40:56.376226,2026-01-17T04:33:56.376226,session-service,payments-team,Security
INC820,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,medium,investigating,2026-01-20T11:41:56.376226,,,notification-service,ops-team,Monitoring
INC821,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with intermittent failures,low,resolved,2026-01-09T07:07:56.376226,2026-01-09T15:28:56.376226,2026-01-09T10:08:56.376226,session-service,identity-team,Infrastructure
INC822,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,resolved,2026-01-09T11:17:56.376226,2026-01-11T04:13:56.376226,2026-01-10T06:40:56.376226,fluentd|api-gateway,api-team,Monitoring
INC823,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with intermittent failures,medium,open,2026-01-15T07:10:56.376226,,,search-service|fulfillment-service,search-team,Security
INC824,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,medium,resolved,2026-01-10T22:46:56.376226,2026-01-11T14:49:56.376226,2026-01-11T07:22:56.376226,rate-limiter|cache-service|kubernetes,payments-team,Monitoring
INC825,Disk space critical on rabbitmq nodes,Disk space critical on rabbitmq nodes affecting production environment with intermittent failures,low,investigating,2026-01-19T16:05:56.376226,,,checkout-service,dba-team,Storage
INC826,Container registry unavailable,Container registry unavailable affecting production environment with sporadic failures,high,investigating,2026-01-15T08:37:56.376226,,,fluentd|product-service,dba-team,Infrastructure
INC827,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,critical,resolved,2026-01-19T13:07:56.376226,2026-01-19T16:20:56.376226,2026-01-19T13:44:56.376226,notification-service,identity-team,Infrastructure
INC828,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,investigating,2026-01-21T07:02:56.376226,,,load-balancer,infra-team,Monitoring
INC829,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,low,investigating,2026-01-14T10:48:56.376226,,,rabbitmq,ops-team,Cache
INC830,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with consistent failures,critical,investigating,2026-01-19T09:46:56.376226,,,cdn|auth-service,payments-team,Application
INC831,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,low,investigating,2026-01-20T20:44:56.376226,,,read-replica|reporting-service|container-registry,api-team,Application
INC832,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,low,open,2026-01-11T20:00:56.376226,,,search-service,platform-team,Cache
INC833,Database replica lag critical,Database replica lag critical affecting production environment,high,open,2026-01-18T13:34:56.376226,,,elasticsearch|reporting-service|cache-service,ops-team,Database
INC834,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,high,investigating,2026-01-13T13:14:56.376226,,,auth-service|database|container-registry,dba-team,Security
INC835,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with intermittent failures,medium,resolved,2026-01-18T00:56:56.376226,2026-01-18T16:29:56.376226,2026-01-18T13:47:56.376226,rate-limiter|reporting-service|logging-service,identity-team,Security
INC836,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,low,investigating,2026-01-20T00:53:56.376226,,,frontend|notification-service|oauth-provider,identity-team,Application
INC837,Network latency to auth region,Network latency to auth region affecting production environment,medium,investigating,2026-01-17T18:57:56.376226,,,load-balancer|product-service|search-service,platform-team,Network
INC838,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,critical,investigating,2026-01-07T13:16:56.376226,,,payment-service,payments-team,Monitoring
INC839,Database replica lag critical,Database replica lag critical affecting production environment with sporadic failures,critical,investigating,2026-01-12T21:00:56.376226,,,notification-service|database,api-team,Database
INC840,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,high,open,2026-01-08T22:09:56.376226,,,checkout-service|user-service|load-balancer,devops-team,Database
INC841,Load balancer health check failing,Load balancer health check failing affecting production environment,medium,open,2026-01-21T06:44:56.376226,,,email-service,security-team,Infrastructure
INC842,Disk space critical on api-gateway nodes,Disk space critical on api-gateway nodes affecting production environment,high,resolved,2026-01-06T23:46:56.376226,2026-01-08T03:11:56.376226,2026-01-07T02:04:56.376226,order-service,payments-team,Storage
INC843,Network latency to frontend region,Network latency to frontend region affecting production environment,low,investigating,2026-01-21T00:34:56.376226,,,session-service,search-team,Network
INC844,Load balancer health check failing,Load balancer health check failing affecting production environment,high,resolved,2026-01-10T11:11:56.376226,2026-01-12T07:40:56.376226,2026-01-10T12:17:56.376226,notification-service|auth-service,payments-team,Infrastructure
INC845,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,resolved,2026-01-21T13:22:56.376226,2026-01-22T21:51:56.376226,2026-01-21T20:24:56.376226,rabbitmq|user-service,api-team,Application
INC846,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with consistent failures,high,resolved,2026-01-20T17:16:56.376226,2026-01-21T13:41:56.376226,2026-01-21T14:59:56.376226,load-balancer|rate-limiter|kubernetes,payments-team,Security
INC847,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,critical,resolved,2026-01-18T12:32:56.376226,2026-01-19T15:16:56.376226,2026-01-18T13:50:56.376226,email-service,payments-team,Monitoring
INC848,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with sporadic failures,high,resolved,2026-01-20T21:10:56.376226,2026-01-22T20:56:56.376226,2026-01-20T23:28:56.376226,database,search-team,Cache
INC849,Network latency to order region,Network latency to order region affecting production environment with intermittent failures,low,resolved,2026-01-19T04:52:56.376226,2026-01-20T10:02:56.376226,2026-01-19T06:17:56.376226,notification-service|read-replica,ops-team,Network
INC850,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,investigating,2026-01-10T06:28:56.376226,,,cache-service,api-team,Application
INC851,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,critical,investigating,2026-01-17T02:11:56.376226,,,payment-service|database,security-team,Security
INC852,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,low,resolved,2026-01-07T23:44:56.376226,2026-01-08T08:18:56.376226,2026-01-08T01:52:56.376226,cdn|checkout-service|api-gateway,observability-team,Infrastructure
INC853,Database connection timeout,Database connection timeout affecting production environment with intermittent failures,critical,investigating,2026-01-17T20:23:56.376226,,,reporting-service|notification-service|oauth-provider,ops-team,Database
INC854,Disk space critical on container-registry nodes,Disk space critical on container-registry nodes affecting production environment with sporadic failures,low,investigating,2026-01-18T03:54:56.376226,,,fulfillment-service,ops-team,Infrastructure
INC855,API response latency spike,API response latency spike affecting production environment with intermittent failures,medium,investigating,2026-01-21T01:38:56.376226,,,auth-service,search-team,Network
INC856,Database connection timeout,Database connection timeout affecting production environment with consistent failures,medium,resolved,2026-01-16T20:40:56.376226,2026-01-17T04:31:56.376226,2026-01-17T02:50:56.376226,checkout-service|elasticsearch|user-service,search-team,Database
INC857,Disk space critical on order nodes,Disk space critical on order nodes affecting production environment with consistent failures,medium,resolved,2026-01-10T11:51:56.376226,2026-01-11T15:58:56.376226,2026-01-10T13:36:56.376226,notification-service,api-team,Storage
INC858,Message queue backlog growing,Message queue backlog growing affecting production environment,low,investigating,2026-01-17T04:26:56.376226,,,notification-service|oauth-provider,platform-team,Monitoring
INC859,Payment service 500 errors,Payment service 500 errors affecting production environment with consistent failures,high,open,2026-01-08T00:52:56.376226,,,logging-service|fulfillment-service,identity-team,Payments
INC860,Memory leak in fluentd service,Memory leak in fluentd service affecting production environment with sporadic failures,medium,investigating,2026-01-08T13:46:56.376226,,,fluentd|cdn|ci-cd,payments-team,Application
INC861,Database replica lag critical,Database replica lag critical affecting production environment,high,resolved,2026-01-13T20:47:56.376226,2026-01-13T23:25:56.376226,2026-01-14T00:42:56.376226,oauth-provider|cdn|read-replica,observability-team,Database
INC862,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,low,open,2026-01-07T14:14:56.376226,,,session-service,platform-team,Monitoring
INC863,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,low,open,2026-01-09T05:57:56.376226,,,notification-service|payment-service,search-team,Monitoring
INC864,Redis cache connection failures,Redis cache connection failures affecting production environment with intermittent failures,critical,investigating,2026-01-12T15:16:56.376226,,,read-replica,search-team,Cache
INC865,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with intermittent failures,high,investigating,2026-01-10T01:00:56.376226,,,ci-cd,platform-team,Security
INC866,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,high,open,2026-01-14T14:26:56.376226,,,kubernetes,identity-team,Monitoring
INC867,Payment service 500 errors,Payment service 500 errors affecting production environment with intermittent failures,medium,open,2026-01-08T20:37:56.376226,,,reporting-service|load-balancer|rate-limiter,platform-team,Payments
INC868,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,critical,investigating,2026-01-10T01:53:56.376226,,,fulfillment-service,platform-team,Monitoring
INC869,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,critical,resolved,2026-01-20T09:31:56.376226,2026-01-21T09:56:56.376226,2026-01-20T14:58:56.376226,checkout-service|database,identity-team,Security
INC870,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,critical,resolved,2026-01-07T06:53:56.376226,2026-01-07T13:41:56.376226,2026-01-07T08:33:56.376226,fulfillment-service|reporting-service,payments-team,Monitoring
INC871,Network latency to elasticsearch region,Network latency to elasticsearch region affecting production environment,critical,investigating,2026-01-15T13:56:56.376226,,,search-service,payments-team,Network
INC872,Load balancer health check failing,Load balancer health check failing affecting production environment,medium,open,2026-01-07T11:12:56.376226,,,product-service|database|cdn,search-team,Infrastructure
INC873,Container registry unavailable,Container registry unavailable affecting production environment with consistent failures,critical,resolved,2026-01-08T08:22:56.376226,2026-01-08T12:20:56.376226,2026-01-08T22:34:56.376226,cdn,devops-team,Infrastructure
INC874,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-12T11:11:56.376226,2026-01-13T19:51:56.376226,2026-01-12T15:01:56.376226,product-service|fluentd|user-service,observability-team,Infrastructure
INC875,Container registry unavailable,Container registry unavailable affecting production environment with sporadic failures,medium,open,2026-01-13T20:24:56.376226,,,container-registry|fluentd,observability-team,Infrastructure
INC876,Database connection timeout,Database connection timeout affecting production environment with sporadic failures,medium,investigating,2026-01-16T09:09:56.376226,,,cache-service,platform-team,Database
INC877,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,medium,open,2026-01-07T21:07:56.376226,,,cdn|fluentd|rabbitmq,api-team,Security
INC878,Disk space critical on notification nodes,Disk space critical on notification nodes affecting production environment with intermittent failures,critical,resolved,2026-01-15T16:22:56.376226,2026-01-16T17:59:56.376226,2026-01-15T17:01:56.376226,elasticsearch|frontend,api-team,Storage
INC879,Memory leak in container-registry service,Memory leak in container-registry service affecting production environment with consistent failures,medium,investigating,2026-01-18T01:25:56.376226,,,cdn|fluentd|session-service,ops-team,Application
INC880,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with intermittent failures,low,open,2026-01-19T16:52:56.376226,,,frontend|container-registry|session-service,search-team,Infrastructure
INC881,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,medium,resolved,2026-01-09T00:57:56.376226,2026-01-09T13:29:56.376226,2026-01-09T06:21:56.376226,oauth-provider,devops-team,Infrastructure
INC882,Redis cache connection failures,Redis cache connection failures affecting production environment,low,resolved,2026-01-09T00:42:56.376226,2026-01-10T04:10:56.376226,2026-01-09T08:16:56.376226,fulfillment-service|order-service|kubernetes,observability-team,Cache
INC883,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,low,investigating,2026-01-08T02:30:56.376226,,,auth-service|rabbitmq,platform-team,Infrastructure
INC884,Load balancer health check failing,Load balancer health check failing affecting production environment,low,open,2026-01-07T03:14:56.376226,,,ci-cd,devops-team,Infrastructure
INC885,API response latency spike,API response latency spike affecting production environment,low,investigating,2026-01-16T11:14:56.376226,,,database|logging-service,infra-team,Network
INC886,Certificate authority unreachable,Certificate authority unreachable affecting production environment,high,resolved,2026-01-21T04:46:56.376226,2026-01-21T21:09:56.376226,2026-01-21T16:55:56.376226,cdn|fulfillment-service|user-service,infra-team,Security
INC887,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,critical,resolved,2026-01-20T22:27:56.376226,2026-01-22T13:34:56.376226,2026-01-21T20:32:56.376226,cache-service|fluentd|logging-service,platform-team,Database
INC888,Message queue backlog growing,Message queue backlog growing affecting production environment,critical,investigating,2026-01-17T04:27:56.376226,,,product-service|kubernetes|user-service,infra-team,Monitoring
INC889,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,resolved,2026-01-12T08:25:56.376226,2026-01-13T16:07:56.376226,2026-01-14T00:11:56.376226,order-service|elasticsearch|cdn,security-team,Application
INC890,Certificate authority unreachable,Certificate authority unreachable affecting production environment,medium,resolved,2026-01-21T13:16:56.376226,2026-01-23T11:48:56.376226,2026-01-21T19:07:56.376226,payment-service,identity-team,Security
INC891,Payment service 500 errors,Payment service 500 errors affecting production environment,critical,resolved,2026-01-14T16:00:56.376226,2026-01-15T08:15:56.376226,2026-01-14T19:12:56.376226,checkout-service,observability-team,Payments
INC892,Payment service 500 errors,Payment service 500 errors affecting production environment,low,open,2026-01-21T05:23:56.376226,,,logging-service|cache-service,platform-team,Payments
INC893,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with sporadic failures,low,resolved,2026-01-09T12:06:56.376226,2026-01-11T11:37:56.376226,2026-01-09T18:25:56.376226,rate-limiter,infra-team,Cache
INC894,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,low,resolved,2026-01-12T07:24:56.376226,2026-01-14T06:11:56.376226,2026-01-12T08:24:56.376226,elasticsearch|cdn|container-registry,observability-team,Monitoring
INC895,Network latency to kubernetes region,Network latency to kubernetes region affecting production environment,medium,open,2026-01-10T21:44:56.376226,,,order-service,api-team,Infrastructure
INC896,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,low,resolved,2026-01-11T23:20:56.376226,2026-01-12T20:44:56.376226,2026-01-12T01:28:56.376226,elasticsearch|auth-service|session-service,ops-team,Database
INC897,Service mesh configuration error,Service mesh configuration error affecting production environment with consistent failures,critical,resolved,2026-01-20T22:59:56.376226,2026-01-22T18:37:56.376226,2026-01-22T18:39:56.376226,email-service|order-service|cdn,ops-team,Infrastructure
INC898,Network latency to kubernetes region,Network latency to kubernetes region affecting production environment,medium,investigating,2026-01-20T01:57:56.376226,,,oauth-provider|payment-service|fulfillment-service,security-team,Infrastructure
INC899,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with sporadic failures,low,resolved,2026-01-12T03:58:56.376226,2026-01-14T01:05:56.376226,2026-01-12T11:29:56.376226,kubernetes|fluentd,devops-team,Security
INC900,Load balancer health check failing,Load balancer health check failing affecting production environment with intermittent failures,critical,investigating,2026-01-19T04:35:56.376226,,,notification-service|kubernetes|elasticsearch,platform-team,Infrastructure
INC901,API response latency spike,API response latency spike affecting production environment with intermittent failures,critical,resolved,2026-01-16T23:27:56.376226,2026-01-18T11:52:56.376226,2026-01-17T08:11:56.376226,frontend|ci-cd,identity-team,Network
INC902,Message queue backlog growing,Message queue backlog growing affecting production environment with consistent failures,low,resolved,2026-01-18T03:44:56.376226,2026-01-20T01:43:56.376226,2026-01-18T15:40:56.376226,fluentd,dba-team,Monitoring
INC903,Container registry unavailable,Container registry unavailable affecting production environment,high,resolved,2026-01-19T20:20:56.376226,2026-01-21T18:39:56.376226,2026-01-21T04:48:56.376226,container-registry|checkout-service,devops-team,Infrastructure
INC904,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,critical,investigating,2026-01-19T17:38:56.376226,,,container-registry|auth-service|product-service,devops-team,Security
INC905,Memory leak in ci-cd service,Memory leak in ci-cd service affecting production environment with intermittent failures,critical,investigating,2026-01-06T21:48:56.376226,,,checkout-service|user-service,api-team,Application
INC906,Disk space critical on container-registry nodes,Disk space critical on container-registry nodes affecting production environment,critical,investigating,2026-01-06T21:41:56.376226,,,database|session-service,devops-team,Infrastructure
INC907,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with consistent failures,low,investigating,2026-01-20T14:50:56.376226,,,container-registry|oauth-provider,infra-team,Infrastructure
INC908,Database connection timeout,Database connection timeout affecting production environment,low,open,2026-01-14T15:08:56.376226,,,email-service|auth-service|rabbitmq,devops-team,Database
INC909,Service mesh configuration error,Service mesh configuration error affecting production environment,low,resolved,2026-01-09T06:56:56.376226,2026-01-11T01:40:56.376226,2026-01-09T09:54:56.376226,session-service|rabbitmq,payments-team,Infrastructure
INC910,Memory leak in search service,Memory leak in search service affecting production environment,medium,investigating,2026-01-20T16:27:56.376226,,,reporting-service|load-balancer,dba-team,Application
INC911,Disk space critical on database nodes,Disk space critical on database nodes affecting production environment,low,open,2026-01-16T21:37:56.376226,,,fluentd|checkout-service|auth-service,dba-team,Database
INC912,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with intermittent failures,low,open,2026-01-16T01:07:56.376226,,,api-gateway,dba-team,Application
INC913,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,low,open,2026-01-15T03:49:56.376226,,,checkout-service|frontend|ci-cd,ops-team,Cache
INC914,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,resolved,2026-01-15T08:34:56.376226,2026-01-16T22:05:56.376226,2026-01-15T09:55:56.376226,search-service|read-replica|product-service,devops-team,Monitoring
INC915,Network latency to read-replica region,Network latency to read-replica region affecting production environment,low,resolved,2026-01-19T19:41:56.376226,2026-01-19T22:53:56.376226,2026-01-19T22:54:56.376226,session-service,platform-team,Network
INC916,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with intermittent failures,high,investigating,2026-01-09T18:05:56.376226,,,api-gateway|reporting-service,security-team,Security
INC917,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,medium,investigating,2026-01-13T20:42:56.376226,,,frontend|fluentd|payment-service,dba-team,Cache
INC918,Redis cache connection failures,Redis cache connection failures affecting production environment,high,resolved,2026-01-18T14:38:56.376226,2026-01-20T13:01:56.376226,2026-01-18T22:56:56.376226,ci-cd|container-registry|load-balancer,dba-team,Cache
INC919,Certificate authority unreachable,Certificate authority unreachable affecting production environment,medium,investigating,2026-01-19T07:50:56.376226,,,fulfillment-service,platform-team,Security
INC920,Payment service 500 errors,Payment service 500 errors affecting production environment,low,resolved,2026-01-15T07:30:56.376226,2026-01-16T06:10:56.376226,2026-01-15T09:11:56.376226,product-service,infra-team,Payments
INC921,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,medium,investigating,2026-01-06T21:50:56.376226,,,cdn,api-team,Cache
INC922,Memory leak in checkout service,Memory leak in checkout service affecting production environment with consistent failures,critical,resolved,2026-01-20T04:01:56.376226,2026-01-20T22:39:56.376226,2026-01-20T18:09:56.376226,user-service,payments-team,Application
INC923,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,medium,investigating,2026-01-19T18:09:56.376226,,,reporting-service|fulfillment-service|kubernetes,search-team,Database
INC924,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,low,resolved,2026-01-15T16:35:56.376226,2026-01-17T11:43:56.376226,2026-01-15T19:01:56.376226,cdn,devops-team,Infrastructure
INC925,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,high,resolved,2026-01-19T02:09:56.376226,2026-01-20T17:35:56.376226,2026-01-19T04:26:56.376226,oauth-provider|checkout-service|product-service,identity-team,Cache
INC926,Disk space critical on session nodes,Disk space critical on session nodes affecting production environment,critical,resolved,2026-01-20T01:45:56.376226,2026-01-21T19:39:56.376226,2026-01-20T03:51:56.376226,session-service,search-team,Storage
INC927,Database replica lag critical,Database replica lag critical affecting production environment with sporadic failures,low,open,2026-01-18T01:31:56.376226,,,rabbitmq,ops-team,Database
INC928,Payment service 500 errors,Payment service 500 errors affecting production environment with sporadic failures,critical,investigating,2026-01-15T17:34:56.376226,,,database|read-replica,observability-team,Payments
INC929,Network latency to fluentd region,Network latency to fluentd region affecting production environment,low,resolved,2026-01-10T17:26:56.376226,2026-01-12T15:53:56.376226,2026-01-10T18:43:56.376226,reporting-service|elasticsearch|product-service,platform-team,Network
INC930,Disk space critical on ci-cd nodes,Disk space critical on ci-cd nodes affecting production environment with sporadic failures,critical,resolved,2026-01-15T01:37:56.376226,2026-01-15T07:00:56.376226,2026-01-15T14:21:56.376226,read-replica,infra-team,Storage
INC931,API response latency spike,API response latency spike affecting production environment,critical,investigating,2026-01-21T15:41:56.376226,,,kubernetes|logging-service|order-service,security-team,Network
