incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC655,JIRA-618,similar_incident,Rolled back to previous 12 version to restore functionality,,jira,0.77,identity-team
INC656,JIRA-619,similar_incident,Fixed 19 timeout by increasing connection timeout to 83s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.68,api-team
INC656,JIRA-620,similar_incident,Increased connection pool size from 17 to 81 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.77,platform-team
INC656,SNOW658,related_change,,CDN configuration update for cache TTL,servicenow,,observability-team
INC657,SNOW659,similar_incident,Implemented 9 for automatic failover. Configured 78-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.78,dba-team
INC657,SNOW660,related_change,,Rate limiting threshold adjustment for new API tier,servicenow,,observability-team
INC657,SNOW661,similar_incident,Fixed 19 timeout by increasing connection timeout to 48s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.84,ops-team
INC658,SNOW662,similar_incident,Fixed 10 timeout by increasing connection timeout to 59s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.87,api-team
INC658,JIRA-621,related_change,,Fluentd configuration update for new log format,jira,,payments-team
INC658,JIRA-622,related_change,,Database migration completed last week,jira,,payments-team
INC659,JIRA-623,similar_incident,Restarted 19 pods and cleared corrupted cache layer,,jira,0.8,search-team
INC659,JIRA-624,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.81,ops-team
INC659,SNOW663,related_change,,New order notification feature deployed,servicenow,,security-team
INC660,JIRA-625,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.67,infra-team
INC661,SNOW664,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 20 minutes.,,servicenow,0.81,devops-team
INC661,JIRA-626,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 11 to 94 consumers. Backlog cleared in 6 hours.,,jira,0.78,observability-team
INC661,SNOW665,similar_incident,Increased connection pool size from 20 to 81 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.77,observability-team
INC662,SNOW666,similar_incident,Scaled up 5 instances from 72 to 3 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to APIms average.,,servicenow,0.7,payments-team
INC663,JIRA-627,similar_incident,Scaled up 9 instances from 33 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to databasems average.,,jira,0.87,identity-team
INC663,SNOW667,similar_incident,Increased connection pool size from 19 to 46 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.82,infra-team
INC663,JIRA-628,similar_incident,Rolled back to previous 13 version to restore functionality,,jira,0.94,devops-team
INC664,JIRA-629,similar_incident,Increased connection pool size from 18 to 92 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,api-team
INC665,SNOW668,similar_incident,Rolled back to previous 15 version to restore functionality,,servicenow,0.72,payments-team
INC665,SNOW669,similar_incident,Rolled back to previous 8 version to restore functionality,,servicenow,0.79,infra-team
INC665,SNOW670,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,platform-team
INC666,SNOW671,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.8,payments-team
INC666,SNOW672,related_change,,New order notification feature deployed,servicenow,,api-team
INC666,JIRA-630,related_change,,Database migration completed last week,jira,,payments-team
INC667,JIRA-631,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.82,security-team
INC667,SNOW673,similar_incident,Implemented 7 for automatic failover. Configured 69-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.94,dba-team
INC668,JIRA-632,similar_incident,Increased connection pool size from 11 to 81 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.84,ops-team
INC668,JIRA-633,similar_incident,Increased connection pool size from 19 to 87 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.72,observability-team
INC668,JIRA-634,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,observability-team
INC669,JIRA-635,similar_incident,Implemented 18 for automatic failover. Configured 90-node cluster with quorum of 6. Tested failover scenarios successfully.,,jira,0.87,devops-team
INC669,JIRA-636,related_change,,Fluentd configuration update for new log format,jira,,identity-team
INC670,SNOW674,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 11 to 47 consumers. Backlog cleared in 7 hours.,,servicenow,0.81,platform-team
INC671,SNOW675,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 20 minutes.,,servicenow,0.86,api-team
INC672,SNOW676,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.77,infra-team
INC673,SNOW677,similar_incident,Increased connection pool size from 9 to 41 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.85,payments-team
INC673,SNOW678,similar_incident,Fixed 14 timeout by increasing connection timeout to 41s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.76,search-team
INC673,JIRA-637,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.78,payments-team
INC674,SNOW679,similar_incident,Restarted 11 pods and cleared corrupted cache layer,,servicenow,0.77,observability-team
INC674,SNOW680,related_change,,New order notification feature deployed,servicenow,,identity-team
INC675,JIRA-638,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.74,api-team
INC675,SNOW681,related_change,,Automated certificate rotation implementation in progress,servicenow,,api-team
INC675,SNOW682,related_change,,Deployed new oauth-provider version with performance improvements,servicenow,,observability-team
INC676,JIRA-639,similar_incident,Increased connection pool size from 10 to 51 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.83,platform-team
INC677,JIRA-640,similar_incident,Scaled up 12 instances from 68 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to databasems average.,,jira,0.87,platform-team
INC678,SNOW683,similar_incident,Restarted 19 pods and cleared corrupted cache layer,,servicenow,0.82,search-team
INC678,JIRA-641,similar_incident,Rolled back to previous 5 version to restore functionality,,jira,0.88,infra-team
INC679,JIRA-642,similar_incident,Fixed 8 timeout by increasing connection timeout to 54s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.69,dba-team
INC679,JIRA-643,related_change,,Redis cluster scaling performed last week,jira,,ops-team
INC679,JIRA-644,similar_incident,Increased connection pool size from 9 to 70 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.9,api-team
INC680,SNOW684,similar_incident,Fixed 9 timeout by increasing connection timeout to 58s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.66,search-team
INC681,JIRA-645,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 12 to 83 consumers. Backlog cleared in 9 hours.,,jira,0.68,payments-team
INC682,SNOW685,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,servicenow,0.74,observability-team
INC682,SNOW686,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.78,payments-team
INC683,SNOW687,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 6 to 44 consumers. Backlog cleared in 10 hours.,,servicenow,0.88,security-team
INC683,JIRA-646,similar_incident,Scaled up 16 instances from 78 to 7 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to APIms average.,,jira,0.85,infra-team
INC684,JIRA-647,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 41 consumers. Backlog cleared in 6 hours.,,jira,0.72,observability-team
INC684,JIRA-648,similar_incident,Fixed 15 timeout by increasing connection timeout to 73s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.94,security-team
INC685,JIRA-649,similar_incident,Restarted 9 pods and cleared corrupted cache layer,,jira,0.65,api-team
INC685,JIRA-650,similar_incident,Rolled back to previous 7 version to restore functionality,,jira,0.77,ops-team
INC686,JIRA-651,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.91,payments-team
INC686,SNOW688,related_change,,Deployed new order-service version with performance improvements,servicenow,,payments-team
INC687,JIRA-652,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.81,observability-team
INC687,JIRA-653,similar_incident,Scaled up 9 instances from 31 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to APIms average.,,jira,0.74,observability-team
INC688,JIRA-654,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 18 to 42 consumers. Backlog cleared in 10 hours.,,jira,0.9,infra-team
INC688,SNOW689,similar_incident,Scaled up 20 instances from 61 to 3 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to servicems average.,,servicenow,0.68,security-team
INC689,SNOW690,similar_incident,Implemented 12 for automatic failover. Configured 85-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.85,security-team
INC690,JIRA-655,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.67,ops-team
INC691,SNOW691,similar_incident,Increased connection pool size from 17 to 97 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.75,api-team
INC691,JIRA-656,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 5 to 48 consumers. Backlog cleared in 8 hours.,,jira,0.94,devops-team
INC692,SNOW692,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 13 minutes.,,servicenow,0.67,observability-team
INC692,SNOW693,similar_incident,Fixed 18 timeout by increasing connection timeout to 72s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.7,identity-team
INC692,SNOW694,similar_incident,Implemented 9 for automatic failover. Configured 33-node cluster with quorum of 8. Tested failover scenarios successfully.,,servicenow,0.68,infra-team
INC693,JIRA-657,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,jira,0.71,observability-team
INC694,SNOW695,similar_incident,Fixed 9 timeout by increasing connection timeout to 47s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.72,infra-team
INC694,SNOW696,similar_incident,Fixed 6 timeout by increasing connection timeout to 77s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.95,payments-team
INC694,SNOW697,similar_incident,Scaled up 11 instances from 62 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to servicems average.,,servicenow,0.83,observability-team
INC695,SNOW698,similar_incident,Fixed 16 timeout by increasing connection timeout to 53s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.7,observability-team
INC696,JIRA-658,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,jira,0.71,dba-team
INC696,JIRA-659,related_change,,Registry storage migration performed,jira,,ops-team
INC696,JIRA-660,related_change,,Redis cluster scaling performed last week,jira,,search-team
INC697,SNOW699,similar_incident,Implemented 18 for automatic failover. Configured 84-node cluster with quorum of 5. Tested failover scenarios successfully.,,servicenow,0.88,devops-team
INC698,JIRA-661,similar_incident,Rolled back to previous 18 version to restore functionality,,jira,0.82,dba-team
INC698,JIRA-662,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.8,identity-team
INC698,SNOW700,related_change,,Redis cluster scaling performed last week,servicenow,,platform-team
INC699,JIRA-663,similar_incident,Fixed 17 timeout by increasing connection timeout to 81s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.73,search-team
INC700,SNOW701,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 12 minutes.,,servicenow,0.74,infra-team
INC700,JIRA-664,related_change,,Registry storage migration performed,jira,,api-team
INC701,SNOW702,similar_incident,Rolled back to previous 17 version to restore functionality,,servicenow,0.94,api-team
INC701,JIRA-665,related_change,,New order notification feature deployed,jira,,security-team
INC702,SNOW703,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 11 minutes.,,servicenow,0.88,payments-team
INC702,SNOW704,related_change,,Added new notification templates last sprint,servicenow,,ops-team
INC703,JIRA-666,similar_incident,Restarted 9 pods and cleared corrupted cache layer,,jira,0.7,observability-team
INC703,JIRA-667,related_change,,Added new notification templates last sprint,jira,,identity-team
INC703,SNOW705,related_change,,Automated certificate rotation implementation in progress,servicenow,,devops-team
INC704,JIRA-668,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 15 to 94 consumers. Backlog cleared in 8 hours.,,jira,0.78,ops-team
INC705,JIRA-669,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.7,devops-team
INC706,JIRA-670,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.85,api-team
INC706,SNOW706,related_change,,Deployed new product-service version with performance improvements,servicenow,,identity-team
INC706,SNOW707,similar_incident,Scaled up 17 instances from 95 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to Redisms average.,,servicenow,0.73,platform-team
INC707,SNOW708,similar_incident,Restarted 9 pods and cleared corrupted cache layer,,servicenow,0.94,infra-team
INC707,JIRA-671,related_change,,Fluentd configuration update for new log format,jira,,api-team
INC708,SNOW709,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.93,dba-team
INC708,JIRA-672,related_change,,Added backup OAuth provider configuration,jira,,api-team
INC709,SNOW710,similar_incident,Fixed 8 timeout by increasing connection timeout to 66s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.89,devops-team
INC710,JIRA-673,similar_incident,Fixed 15 timeout by increasing connection timeout to 65s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.91,payments-team
INC710,JIRA-674,related_change,,Registry storage migration performed,jira,,security-team
INC711,SNOW711,similar_incident,Rolled back to previous 8 version to restore functionality,,servicenow,0.93,observability-team
INC711,SNOW712,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 94 consumers. Backlog cleared in 3 hours.,,servicenow,0.87,security-team
INC712,JIRA-675,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.79,dba-team
INC712,JIRA-676,related_change,,Heavy batch job scheduled during peak hours,jira,,platform-team
INC713,JIRA-677,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.72,identity-team
INC714,SNOW713,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.68,payments-team
INC714,SNOW714,related_change,,Deployed new checkout-service version with performance improvements,servicenow,,api-team
INC715,SNOW715,similar_incident,Scaled up 17 instances from 61 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to Redisms average.,,servicenow,0.71,security-team
INC715,SNOW716,related_change,,Automated certificate rotation implementation in progress,servicenow,,platform-team
INC716,JIRA-678,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 20 to 56 consumers. Backlog cleared in 6 hours.,,jira,0.66,ops-team
INC717,JIRA-679,similar_incident,Scaled up 6 instances from 39 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to APIms average.,,jira,0.66,payments-team
INC717,JIRA-680,similar_incident,Scaled up 17 instances from 31 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to APIms average.,,jira,0.89,api-team
INC717,SNOW717,related_change,,Heavy batch job scheduled during peak hours,servicenow,,security-team
INC718,SNOW718,similar_incident,Fixed 18 timeout by increasing connection timeout to 83s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.88,api-team
INC719,SNOW719,similar_incident,Rolled back to previous 14 version to restore functionality,,servicenow,0.93,devops-team
INC720,JIRA-681,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.73,infra-team
INC720,SNOW720,similar_incident,Rolled back to previous 15 version to restore functionality,,servicenow,0.83,ops-team
INC721,SNOW721,similar_incident,Restarted 8 pods and cleared corrupted cache layer,,servicenow,0.75,security-team
INC721,JIRA-682,similar_incident,Scaled up 20 instances from 44 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to Redisms average.,,jira,0.86,payments-team
INC721,SNOW722,similar_incident,Implemented 19 for automatic failover. Configured 30-node cluster with quorum of 4. Tested failover scenarios successfully.,,servicenow,0.74,devops-team
INC722,SNOW723,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.79,search-team
INC723,JIRA-683,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,jira,0.8,ops-team
INC723,JIRA-684,related_change,,Redis cluster scaling performed last week,jira,,infra-team
INC723,JIRA-685,related_change,,Added new notification templates last sprint,jira,,api-team
INC724,SNOW724,similar_incident,Rolled back to previous 7 version to restore functionality,,servicenow,0.85,api-team
INC724,JIRA-686,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.96,ops-team
INC724,SNOW725,similar_incident,Fixed 8 timeout by increasing connection timeout to 74s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.68,ops-team
INC725,SNOW726,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,servicenow,0.78,infra-team
INC725,JIRA-687,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,identity-team
INC726,JIRA-688,similar_incident,Fixed 20 timeout by increasing connection timeout to 69s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.76,ops-team
INC727,SNOW727,similar_incident,Restarted 13 pods and cleared corrupted cache layer,,servicenow,0.84,observability-team
INC727,SNOW728,similar_incident,Increased connection pool size from 16 to 43 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.94,devops-team
INC728,SNOW729,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 16 minutes.,,servicenow,0.85,dba-team
INC728,SNOW730,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,infra-team
INC729,JIRA-689,similar_incident,Fixed 16 timeout by increasing connection timeout to 81s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.92,observability-team
INC729,JIRA-690,similar_incident,Increased connection pool size from 7 to 67 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.96,payments-team
INC730,JIRA-691,similar_incident,Fixed 13 timeout by increasing connection timeout to 35s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.65,security-team
INC730,JIRA-692,related_change,,CDN configuration update for cache TTL,jira,,search-team
INC731,SNOW731,similar_incident,Implemented 8 for automatic failover. Configured 92-node cluster with quorum of 4. Tested failover scenarios successfully.,,servicenow,0.8,platform-team
INC731,SNOW732,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.87,api-team
INC731,SNOW733,related_change,,Fluentd configuration update for new log format,servicenow,,devops-team
INC732,SNOW734,similar_incident,Fixed 12 timeout by increasing connection timeout to 48s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.82,security-team
INC732,JIRA-693,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.74,platform-team
INC732,JIRA-694,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.71,devops-team
INC733,JIRA-695,similar_incident,Increased connection pool size from 5 to 64 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.79,devops-team
INC733,SNOW735,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 8 minutes.,,servicenow,0.71,infra-team
INC733,JIRA-696,similar_incident,Fixed 9 timeout by increasing connection timeout to 30s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.87,dba-team
INC734,JIRA-697,similar_incident,Restarted 6 pods and cleared corrupted cache layer,,jira,0.94,platform-team
INC734,SNOW736,similar_incident,Increased connection pool size from 14 to 43 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.67,devops-team
INC734,JIRA-698,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.89,dba-team
INC735,JIRA-699,similar_incident,Implemented 20 for automatic failover. Configured 82-node cluster with quorum of 9. Tested failover scenarios successfully.,,jira,0.66,devops-team
INC736,SNOW737,similar_incident,Increased connection pool size from 17 to 58 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.86,ops-team
INC737,JIRA-700,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.83,security-team
INC738,SNOW738,similar_incident,Scaled up 12 instances from 86 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to databasems average.,,servicenow,0.83,identity-team
INC739,JIRA-701,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.75,api-team
INC739,JIRA-702,related_change,,Registry storage migration performed,jira,,platform-team
INC740,JIRA-703,similar_incident,Increased connection pool size from 13 to 53 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.83,payments-team
INC740,SNOW739,related_change,,Node capacity upgrade scheduled for maintenance window,servicenow,,infra-team
INC741,JIRA-704,similar_incident,Increased connection pool size from 17 to 38 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.79,identity-team
INC742,JIRA-705,similar_incident,Implemented 16 for automatic failover. Configured 86-node cluster with quorum of 2. Tested failover scenarios successfully.,,jira,0.69,identity-team
INC743,SNOW740,similar_incident,Rolled back to previous 18 version to restore functionality,,servicenow,0.69,dba-team
INC743,SNOW741,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.74,ops-team
INC744,JIRA-706,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.84,identity-team
INC744,JIRA-707,related_change,,Automated certificate rotation implementation in progress,jira,,platform-team
INC745,JIRA-708,similar_incident,Restarted 10 pods and cleared corrupted cache layer,,jira,0.72,infra-team
INC745,SNOW742,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,platform-team
INC746,JIRA-709,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.65,platform-team
INC747,JIRA-710,similar_incident,Scaled up 19 instances from 46 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to gatewayms average.,,jira,0.73,search-team
INC748,SNOW743,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 15 minutes.,,servicenow,0.77,security-team
INC748,JIRA-711,related_change,,Database migration completed last week,jira,,observability-team
INC749,JIRA-712,similar_incident,Fixed 16 timeout by increasing connection timeout to 87s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.85,dba-team
INC750,JIRA-713,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.74,ops-team
INC750,SNOW744,similar_incident,Scaled up 15 instances from 98 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to databasems average.,,servicenow,0.66,infra-team
INC750,SNOW745,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.78,security-team
INC751,SNOW746,similar_incident,Restarted 10 pods and cleared corrupted cache layer,,servicenow,0.69,dba-team
INC752,SNOW747,similar_incident,Implemented 7 for automatic failover. Configured 82-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.76,payments-team
INC753,SNOW748,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 17 to 56 consumers. Backlog cleared in 9 hours.,,servicenow,0.96,ops-team
INC754,SNOW749,similar_incident,Rolled back to previous 8 version to restore functionality,,servicenow,0.81,payments-team
INC754,JIRA-714,similar_incident,Fixed 9 timeout by increasing connection timeout to 35s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.68,devops-team
INC755,SNOW750,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.84,api-team
INC756,SNOW751,similar_incident,Increased connection pool size from 10 to 73 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.71,observability-team
INC757,JIRA-715,similar_incident,Implemented 20 for automatic failover. Configured 38-node cluster with quorum of 10. Tested failover scenarios successfully.,,jira,0.75,ops-team
INC757,JIRA-716,similar_incident,Rolled back to previous 5 version to restore functionality,,jira,0.68,identity-team
INC758,JIRA-717,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,jira,0.88,dba-team
INC758,SNOW752,related_change,,Database migration completed last week,servicenow,,payments-team
INC759,SNOW753,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.74,devops-team
INC759,JIRA-718,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.87,security-team
INC759,SNOW754,similar_incident,Restarted 20 pods and cleared corrupted cache layer,,servicenow,0.76,observability-team
INC760,JIRA-719,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 7 to 46 consumers. Backlog cleared in 2 hours.,,jira,0.68,api-team
INC760,JIRA-720,related_change,,CDN configuration update for cache TTL,jira,,infra-team
INC760,SNOW755,related_change,,Heavy batch job scheduled during peak hours,servicenow,,observability-team
INC761,SNOW756,similar_incident,Fixed 9 timeout by increasing connection timeout to 61s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.84,api-team
INC762,JIRA-721,similar_incident,Increased connection pool size from 17 to 91 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.69,identity-team
INC762,SNOW757,related_change,,Deployed new reporting-service version with performance improvements,servicenow,,platform-team
INC762,JIRA-722,similar_incident,Scaled up 9 instances from 78 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to APIms average.,,jira,0.78,ops-team
INC763,SNOW758,similar_incident,Scaled up 14 instances from 49 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to Redisms average.,,servicenow,0.66,dba-team
INC763,SNOW759,related_change,,Fluentd configuration update for new log format,servicenow,,platform-team
INC764,SNOW760,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.88,devops-team
INC764,SNOW761,similar_incident,Scaled up 11 instances from 48 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to gatewayms average.,,servicenow,0.85,payments-team
INC765,JIRA-723,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 11 to 46 consumers. Backlog cleared in 9 hours.,,jira,0.8,infra-team
INC765,SNOW762,related_change,,Redis cluster scaling performed last week,servicenow,,platform-team
INC765,JIRA-724,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 11 minutes.,,jira,0.89,security-team
INC766,SNOW763,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 50 consumers. Backlog cleared in 8 hours.,,servicenow,0.78,api-team
INC766,SNOW764,related_change,,Deployed new rate-limiter version with performance improvements,servicenow,,dba-team
INC766,SNOW765,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,infra-team
INC767,JIRA-725,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 12 minutes.,,jira,0.94,infra-team
INC767,JIRA-726,related_change,,Redis cluster scaling performed last week,jira,,ops-team
INC768,JIRA-727,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.74,platform-team
INC768,JIRA-728,similar_incident,Fixed 13 timeout by increasing connection timeout to 66s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.78,identity-team
INC769,JIRA-729,similar_incident,Increased connection pool size from 18 to 46 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.94,identity-team
